Season,Episode,Character,Appearance_Type
8,"Something, Something, Something, Dark Side",Carter Pewterschmidt as Emperor Palpatine,Featuring
8,"Something, Something, Something, Dark Side",Dr. Hartman as General Rieekan,Featuring
8,"Something, Something, Something, Dark Side",Bruce as Captain/Admiral Piett,Featuring
8,"Something, Something, Something, Dark Side",James Woods as General Veers,Featuring
8,"Something, Something, Something, Dark Side",Holden Caulfield as Admiral Ozzel,Featuring
8,"Something, Something, Something, Dark Side",Meg Griffin,Featuring
8,"Something, Something, Something, Dark Side",Cookie Monster as Wampa,Featuring
8,Partial Terms of Endearment,Lois Griffin,Featuring
8,Partial Terms of Endearment,Peter Griffin,Featuring
9,And Then There Were Fewer,Peter Griffin,Featuring
9,And Then There Were Fewer,Lois Griffin,Featuring
9,And Then There Were Fewer,Meg Griffin,Featuring
9,And Then There Were Fewer,Chris Griffin,Featuring
9,And Then There Were Fewer,Stewie Griffin,Featuring
9,And Then There Were Fewer,Brian Griffin,Featuring
9,And Then There Were Fewer,Jillian,Featuring
9,And Then There Were Fewer,James Woods,Featuring
9,And Then There Were Fewer,Bonnie Swanson,Featuring
9,And Then There Were Fewer,Joe Swanson,Featuring
9,And Then There Were Fewer,Tom Tucker,Featuring
9,And Then There Were Fewer,Diane Simmons,Featuring
9,And Then There Were Fewer,Carl,Featuring
9,And Then There Were Fewer,Dr. Hartman,Featuring
9,And Then There Were Fewer,Quagmire,Featuring
9,And Then There Were Fewer,Seamus,Featuring
9,And Then There Were Fewer,Mort Goldman,Featuring
9,And Then There Were Fewer,Muriel Goldman,Featuring
9,And Then There Were Fewer,Mayor Adam West,Featuring
9,And Then There Were Fewer,Consuela,Featuring
9,And Then There Were Fewer,Herbert,Featuring
9,And Then There Were Fewer,Priscilla,Featuring
9,And Then There Were Fewer,Derek Wilcox,Featuring
9,Excellence in Broadcasting,Brian Griffin,Featuring
9,Excellence in Broadcasting,Rush Limbaugh,Featuring
9,"Welcome Back, Carter",Carter Pewterschmidt,Featuring
9,"Welcome Back, Carter",Barbara Pewterschmidt,Featuring
9,"Welcome Back, Carter",Peter Griffin,Featuring
9,Halloween on Spooner Street,Peter Griffin,Featuring
9,Halloween on Spooner Street,Joe Swanson,Featuring
9,Halloween on Spooner Street,Quagmire,Featuring
9,Halloween on Spooner Street,Brian Griffin,Featuring
9,Halloween on Spooner Street,Stewie Griffin,Featuring
9,Halloween on Spooner Street,Meg Griffin,Featuring
9,"Baby, You Knock Me Out",Lois Griffin,Featuring
9,"Baby, You Knock Me Out",Peter Griffin,Featuring
9,Brian Writes a Bestseller,Brian Griffin,Featuring
9,Brian Writes a Bestseller,Stewie Griffin,Featuring
9,Road to the North Pole,Stewie Griffin,Featuring
9,Road to the North Pole,Brian Griffin,Featuring
9,Road to the North Pole,Santa Claus,Featuring
9,New Kidney in Town,Peter Griffin,Featuring
9,New Kidney in Town,Brian Griffin,Featuring
9,New Kidney in Town,Stewie Griffin,Featuring
9,New Kidney in Town,Meg Griffin,Featuring
9,New Kidney in Town,Chris Griffin,Featuring
9,And I'm Joyce Kinney,Lois Griffin,Featuring
9,And I'm Joyce Kinney,Joyce Kinney,Featuring
9,Friends of Peter G.,Peter Griffin,Featuring
9,Friends of Peter G.,Brian Griffin,Featuring
9,Friends of Peter G.,Death,Featuring
9,German Guy,Chris Griffin,Featuring
9,German Guy,Franz Gutentag,Featuring
9,German Guy,Herbert,Featuring
9,The Hand That Rocks the Wheelchair,Joe Swanson,Featuring
9,The Hand That Rocks the Wheelchair,Meg Griffin,Featuring
9,The Hand That Rocks the Wheelchair,Stewie Griffin,Featuring
9,The Hand That Rocks the Wheelchair,Brian Griffin,Featuring
9,The Hand That Rocks the Wheelchair,Evil Stewie,Featuring
9,Trading Places,Meg Griffin,Featuring
9,Trading Places,Lois Griffin,Featuring
9,Trading Places,Peter Griffin,Featuring
9,Trading Places,Chris Griffin,Featuring
9,Tiegs for Two,Quagmire,Featuring
9,Tiegs for Two,Brian Griffin,Featuring
9,Tiegs for Two,Peter Griffin,Featuring
9,Brothers & Sisters,Mayor Adam West,Featuring
9,Brothers & Sisters,Carol Pewterschmidt,Featuring
9,Brothers & Sisters,Peter Griffin,Featuring
9,Brothers & Sisters,Lois Griffin,Featuring
9,The Big Bang Theory,Stewie Griffin,Featuring
9,The Big Bang Theory,Bertram,Featuring
9,The Big Bang Theory,Brian Griffin,Featuring
9,The Big Bang Theory,Leonardo da Vinci,Featuring
9,Foreign Affairs,Bonnie Swanson,Featuring
9,Foreign Affairs,Lois Griffin,Featuring
9,It's a Trap!,Chris Griffin,Featuring
9,It's a Trap!,Peter Griffin,Featuring
9,It's a Trap!,Lois Griffin,Featuring
9,It's a Trap!,Mort Goldman as Lando Calrissian,Featuring
9,It's a Trap!,Quagmire,Featuring
9,It's a Trap!,Brian Griffin,Featuring
9,It's a Trap!,Carter Pewterschmidt as Darth Sidious,Featuring
9,It's a Trap!,Carl as Yoda,Featuring
9,It's a Trap!,Stewie Griffin,Featuring
9,It's a Trap!,Herbert as Obi-Wan Kenobi,Featuring
9,It's a Trap!,Cleveland Brown,Featuring
9,It's a Trap!,Ernie the Giant Chicken as Boba Fett,Featuring
9,It's a Trap!,Meg Griffin,Featuring
9,It's a Trap!,Rush Limbaugh as the Rancor,Featuring
9,It's a Trap!,Tim as Wicket the Ewok,Featuring
9,It's a Trap!,Joe Swanson,Featuring
9,It's a Trap!,Klaus as Admiral Ackbar,Featuring
9,It's a Trap!,Rallo Tubbs as Nien Nunb,Featuring
9,It's a Trap!,Roger as Tiaan Jerjerrod,Featuring
9,It's a Trap!,Angela as Mon Mothma,Featuring
9,It's a Trap!,Adam West as Grand Moff Tarkin (archive footage only),Featuring
10,Lottery Fever,Peter Griffin,Featuring
10,Lottery Fever,Lois Griffin,Featuring
10,Seahorse Seashell Party[f],Meg Griffin,Featuring
10,Seahorse Seashell Party[f],Brian Griffin,Featuring
10,Screams of Silence: The Story of Brenda Q,Quagmire,Featuring
10,Screams of Silence: The Story of Brenda Q,Brenda Quagmire,Featuring
10,Screams of Silence: The Story of Brenda Q,Jeffery Fecalman,Featuring
10,Stewie Goes for a Drive,Stewie Griffin,Featuring
10,Stewie Goes for a Drive,Brian Griffin,Featuring
10,Stewie Goes for a Drive,Peter Griffin,Featuring
10,Stewie Goes for a Drive,Ryan Reynolds,Featuring
10,Back to the Pilot,Brian Griffin,Featuring
10,Back to the Pilot,Stewie Griffin,Featuring
10,Thanksgiving,Joe Swanson,Featuring
10,Thanksgiving,Kevin Swanson,Featuring
10,Amish Guy,Meg Griffin,Featuring
10,Amish Guy,Peter Griffin,Featuring
10,Amish Guy,Eli,Featuring
10,Amish Guy,Ezekiel,Featuring
10,Cool Hand Peter,Peter Griffin,Featuring
10,Cool Hand Peter,Quagmire,Featuring
10,Cool Hand Peter,Joe Swanson,Featuring
10,Cool Hand Peter,Cleveland Brown,Featuring
10,Grumpy Old Man,Carter Pewterschmidt,Featuring
10,Grumpy Old Man,Barbara Pewterschmidt,Featuring
10,Grumpy Old Man,Peter Griffin,Featuring
10,Meg and Quagmire,Meg Griffin,Featuring
10,Meg and Quagmire,Quagmire,Featuring
10,Meg and Quagmire,Peter Griffin,Featuring
10,The Blind Side,Brian Griffin,Featuring
10,The Blind Side,Peter Griffin,Featuring
10,The Blind Side,Kate,Featuring
10,Livin' on a Prayer,Stewie Griffin,Featuring
10,Livin' on a Prayer,Lois Griffin,Featuring
10,Livin' on a Prayer,Scotty Jennings,Featuring
10,Livin' on a Prayer,Peter Griffin,Featuring
10,Livin' on a Prayer,Hope & Ben Jennings,Featuring
10,Tom Tucker: The Man and His Dream,Tom Tucker,Featuring
10,Tom Tucker: The Man and His Dream,Peter Griffin,Featuring
10,Tom Tucker: The Man and His Dream,Chris Griffin,Featuring
10,Tom Tucker: The Man and His Dream,Lindsey,Featuring
10,Be Careful What You Fish For,Billy Finn,Featuring
10,Be Careful What You Fish For,Peter Griffin,Featuring
10,Be Careful What You Fish For,Stewie Griffin,Featuring
10,Be Careful What You Fish For,Brian Griffin,Featuring
10,Burning Down the Bayit,Mort,Featuring
10,Burning Down the Bayit,Peter Griffin,Featuring
10,Burning Down the Bayit,Quagmire,Featuring
10,Burning Down the Bayit,Joe Swanson,Featuring
10,Killer Queen,Peter Griffin,Featuring
10,Killer Queen,Chris Griffin,Featuring
10,Forget-Me-Not,Peter Griffin,Featuring
10,Forget-Me-Not,Joe Swanson,Featuring
10,Forget-Me-Not,Brian Griffin,Featuring
10,Forget-Me-Not,Quagmire,Featuring
10,"You Can't Do That on Television, Peter",Peter Griffin,Featuring
10,Mr. and Mrs. Stewie,Stewie Griffin,Featuring
10,Mr. and Mrs. Stewie,Penelope,Featuring
10,Leggo My Meg-O,Meg Griffin,Featuring
10,Leggo My Meg-O,Brian Griffin,Featuring
10,Leggo My Meg-O,Stewie Griffin,Featuring
10,Tea Peter,Peter Griffin,Featuring
10,Tea Peter,Carter Pewterschmidt,Featuring
10,Family Guy Viewer Mail #2,Brian Griffin,Featuring
10,Family Guy Viewer Mail #2,Stewie Griffin,Featuring
10,Internal Affairs,Joe Swanson,Featuring
10,Internal Affairs,Bonnie Swanson,Featuring
10,Internal Affairs,Nora,Featuring
11,Into Fat Air,Peter Griffin,Featuring
11,Into Fat Air,Lois Griffin,Featuring
11,Into Fat Air,Meg Griffin,Featuring
11,Into Fat Air,Chris Griffin,Featuring
11,Into Fat Air,Stewie Griffin,Featuring
11,Into Fat Air,Brian Griffin,Featuring
11,Ratings Guy,Peter Griffin,Featuring
11,The Old Man and the Big 'C',Stewie Griffin,Featuring
11,The Old Man and the Big 'C',Brian Griffin,Featuring
11,The Old Man and the Big 'C',Carter Pewterschmidt,Featuring
11,Yug Ylimaf,Brian Griffin,Featuring
11,Yug Ylimaf,Stewie Griffin,Featuring
11,Joe's Revenge,Joe Swanson,Featuring
11,Joe's Revenge,Bobby Briggs,Featuring
11,Lois Comes Out of Her Shell,Lois Griffin,Featuring
11,Lois Comes Out of Her Shell,Peter Griffin,Featuring
11,Friends Without Benefits,Meg Griffin,Featuring
11,Friends Without Benefits,Kent Lastname,Featuring
11,"Jesus, Mary and Joseph!",God,Featuring
11,"Jesus, Mary and Joseph!",Peter Griffin,Featuring
11,"Jesus, Mary and Joseph!",Lois Griffin,Featuring
11,"Jesus, Mary and Joseph!",Stewie Griffin,Featuring
11,"Jesus, Mary and Joseph!",Carter Pewterschmidt as King Herod,Featuring
11,"Jesus, Mary and Joseph!",Quagmire,Featuring
11,"Jesus, Mary and Joseph!",Joe Swanson,Featuring
11,"Jesus, Mary and Joseph!",Cleveland Brown,Featuring
11,"Jesus, Mary and Joseph!",Gaspar,Featuring
11,"Jesus, Mary and Joseph!",and Balthasar,Featuring
11,"Jesus, Mary and Joseph!",Chris Griffin,Featuring
11,"Jesus, Mary and Joseph!",Meg Griffin,Featuring
11,"Jesus, Mary and Joseph!",Brian Griffin,Featuring
11,"Jesus, Mary and Joseph!",Ryan Reynolds as the Overweight Guy,Featuring
11,"Jesus, Mary and Joseph!",Consuela as Virginity Coach,Featuring
11,"Jesus, Mary and Joseph!",Bruce as The Angel,Featuring
11,"Jesus, Mary and Joseph!",Mort Goldman as the Innkeeper,Featuring
11,Space Cadet,Chris Griffin,Featuring
11,Brian's Play,Brian Griffin,Featuring
11,Brian's Play,Stewie Griffin,Featuring
11,The Giggity Wife,Quagmire,Featuring
11,The Giggity Wife,Peter Griffin,Featuring
11,The Giggity Wife,Charmese,Featuring
11,Valentine's Day in Quahog,Brian Griffin,Featuring
11,Valentine's Day in Quahog,Stewie Griffin,Featuring
11,Chris Cross,Chris Griffin,Featuring
11,Chris Cross,Herbert,Featuring
11,Call Girl,Lois Griffin,Featuring
11,Turban Cowboy,Peter Griffin,Featuring
11,Turban Cowboy,Mahmoud,Featuring
11,12 and a Half Angry Men,Mayor Adam West,Featuring
11,12 and a Half Angry Men,Brian Griffin,Featuring
11,Bigfat,Peter Griffin,Featuring
11,Total Recall,Stewie Griffin,Featuring
11,Total Recall,Rupert,Featuring
11,Total Recall,Brian Griffin,Featuring
11,Save the Clam,Peter Griffin,Featuring
11,Save the Clam,Horace,Featuring
11,Save the Clam,Joe Swanson,Featuring
11,Save the Clam,Quagmire,Featuring
11,Farmer Guy,Peter Griffin,Featuring
11,Roads to Vegas,Brian Griffin,Featuring
11,Roads to Vegas,Stewie Griffin,Featuring
11,No Country Club for Old Men,Peter Griffin,Featuring
11,No Country Club for Old Men,Lois Griffin,Featuring
11,No Country Club for Old Men,Carter Pewterschmidt,Featuring
12,Finders Keepers,Peter Griffin,Featuring
12,Vestigial Peter,Peter Griffin,Featuring
12,Vestigial Peter,Chip,Featuring
12,Quagmire's Quagmire,Quagmire,Featuring
12,Quagmire's Quagmire,Sonja,Featuring
12,A Fistful of Meg,Meg Griffin,Featuring
12,Boopa-dee Bappa-dee,Peter Griffin,Featuring
12,Boopa-dee Bappa-dee,Lois Griffin,Featuring
12,Life of Brian,Brian Griffin,Featuring
12,Life of Brian,Stewie Griffin,Featuring
12,Into Harmony's Way,Peter Griffin,Featuring
12,Into Harmony's Way,Quagmire,Featuring
12,Christmas Guy,Peter Griffin,Featuring
12,Christmas Guy,Carter,Featuring
12,Christmas Guy,Stewie Griffin,Featuring
12,Peter Problems,Peter Griffin,Featuring
12,Peter Problems,Lois Griffin,Featuring
12,Peter Problems,Quagmire,Featuring
12,Peter Problems,Joe Swanson,Featuring
12,Grimm Job,Peter Griffin,Featuring
12,Grimm Job,Stewie Griffin,Featuring
12,Grimm Job,Brian Griffin,Featuring
12,Grimm Job,Chris Griffin,Featuring
12,Grimm Job,Meg Griffin,Featuring
12,Grimm Job,Lois Griffin,Featuring
12,Grimm Job,Carter Pewterschmidt as Grandpa,Featuring
12,Grimm Job,Barbara Pewterschmidt as Lady Tremaine and Grandma,Featuring
12,Grimm Job,Mort Goldman as the troll and ball guest,Featuring
12,Grimm Job,Seamus as the knight,Featuring
12,Grimm Job,Joe Swanson,Featuring
12,Grimm Job,Mayor Adam West as the fairy godmother,Featuring
12,Grimm Job,Quagmire,Featuring
12,Brian's a Bad Father,Brian Griffin,Featuring
12,Brian's a Bad Father,Dylan Flannigan,Featuring
12,Mom's the Word,Peter Griffin,Featuring
12,Mom's the Word,Evelyn,Featuring
12,3 Acts of God,Peter Griffin,Featuring
12,3 Acts of God,Quagmire,Featuring
12,3 Acts of God,Joe Swanson,Featuring
12,3 Acts of God,Cleveland Brown,Featuring
12,Fresh Heir,Carter Pewterschmidt,Featuring
12,Fresh Heir,Chris Griffin,Featuring
12,Fresh Heir,Peter Griffin,Featuring
12,Secondhand Spoke,Peter Griffin,Featuring
12,Secondhand Spoke,Stewie Griffin,Featuring
12,Secondhand Spoke,Chris Griffin,Featuring
12,Herpe the Love Sore,Brian Griffin,Featuring
12,Herpe the Love Sore,Stewie Griffin,Featuring
12,The Most Interesting Man in the World,Peter Griffin,Featuring
12,Baby Got Black,Chris Griffin,Featuring
12,Baby Got Black,Pam,Featuring
12,Meg Stinks!,Meg Griffin,Featuring
12,Meg Stinks!,Peter Griffin,Featuring
12,Meg Stinks!,Brian Griffin,Featuring
12,He's Bla-ack!,Cleveland Brown,Featuring
12,He's Bla-ack!,Peter Griffin,Featuring
12,Chap Stewie,Stewie Griffin,Featuring
13,The Simpsons Guy,Peter Griffin,Featuring
13,The Simpsons Guy,Lois Griffin,Featuring
13,The Simpsons Guy,Meg Griffin,Featuring
13,The Simpsons Guy,Chris Griffin,Featuring
13,The Simpsons Guy,Brian Griffin,Featuring
13,The Simpsons Guy,Stewie Griffin,Featuring
13,The Simpsons Guy,Homer Simpson,Featuring
13,The Simpsons Guy,Marge Simpson,Featuring
13,The Simpsons Guy,Bart Simpson,Featuring
13,The Simpsons Guy,Lisa Simpson,Featuring
13,The Simpsons Guy,Maggie Simpson,Featuring
13,The Book of Joe,Joe Swanson,Featuring
13,The Book of Joe,Peter Griffin,Featuring
13,Baking Bad,Peter Griffin,Featuring
13,Baking Bad,Lois Griffin,Featuring
13,Brian the Closer,Brian Griffin,Featuring
13,Turkey Guys,Peter Griffin,Featuring
13,Turkey Guys,Brian Griffin,Featuring
13,The 2000-Year-Old Virgin,Jesus,Featuring
13,The 2000-Year-Old Virgin,Peter Griffin,Featuring
13,"Stewie, Chris, & Brian's Excellent Adventure",Stewie Griffin,Featuring
13,"Stewie, Chris, & Brian's Excellent Adventure",Chris Griffin,Featuring
13,"Stewie, Chris, & Brian's Excellent Adventure",Brian Griffin,Featuring
13,Our Idiot Brian,Brian Griffin,Featuring
13,This Little Piggy,Meg Griffin,Featuring
13,Quagmire's Mom,Quagmire,Featuring
13,Quagmire's Mom,Crystal Quagmire,Featuring
13,Quagmire's Mom,Peter Griffin,Featuring
13,Encyclopedia Griffin,Chris Griffin,Featuring
13,Encyclopedia Griffin,Lois Griffin,Featuring
13,Encyclopedia Griffin,Peter Griffin,Featuring
13,Stewie Is Enceinte,Stewie Griffin,Featuring
13,Stewie Is Enceinte,Brian Griffin,Featuring
13,Dr. C and the Women,Cleveland Brown,Featuring
13,Dr. C and the Women,Meg Griffin,Featuring
13,#JOLO,Joe Swanson,Featuring
13,#JOLO,Peter Griffin,Featuring
13,#JOLO,Cleveland Brown,Featuring
13,#JOLO,Quagmire,Featuring
13,Once Bitten,Peter Griffin,Featuring
13,Once Bitten,Brian Griffin,Featuring
13,Roasted Guy,Peter Griffin,Featuring
13,Roasted Guy,Jamie,Featuring
13,Roasted Guy,Karen,Featuring
13,Roasted Guy,Becca,Featuring
13,Roasted Guy,Lois Griffin,Featuring
13,Fighting Irish,Peter Griffin,Featuring
13,Fighting Irish,Liam Neeson,Featuring
13,Take My Wife,Peter Griffin,Featuring
13,Take My Wife,Lois Griffin,Featuring
14,Pilling Them Softly,Brian Griffin,Featuring
14,Pilling Them Softly,Stewie Griffin,Featuring
14,Papa Has a Rollin' Son,Peter Griffin,Featuring
14,Papa Has a Rollin' Son,Joe Swanson,Featuring
14,Papa Has a Rollin' Son,Bud Swanson,Featuring
14,"Guy, Robot",Brian Griffin,Featuring
14,"Guy, Robot",Stewie Griffin,Featuring
14,"Guy, Robot",Lyle,Featuring
14,Peternormal Activity,Peter Griffin,Featuring
14,Peternormal Activity,Joe Swanson,Featuring
14,Peternormal Activity,Cleveland Brown,Featuring
14,Peternormal Activity,Quagmire,Featuring
14,"Peter, Chris, & Brian",Peter Griffin,Featuring
14,"Peter, Chris, & Brian",Chris Griffin,Featuring
14,"Peter, Chris, & Brian",Brian Griffin,Featuring
14,Peter's Sister,Peter Griffin,Featuring
14,Peter's Sister,Meg Griffin,Featuring
14,Peter's Sister,Karen Griffin,Featuring
14,Hot Pocket-Dial,Quagmire,Featuring
14,Hot Pocket-Dial,Lois Griffin,Featuring
14,Hot Pocket-Dial,Peter Griffin,Featuring
14,Brokeback Swanson,Joe Swanson,Featuring
14,Brokeback Swanson,Brian Griffin,Featuring
14,A Shot in the Dark,Peter Griffin,Featuring
14,A Shot in the Dark,Cleveland Brown,Featuring
14,"Candy, Quahog Marshmallow",Peter Griffin,Featuring
14,"Candy, Quahog Marshmallow",Quagmire,Featuring
14,"Candy, Quahog Marshmallow",Joe Swanson,Featuring
14,"Candy, Quahog Marshmallow",Cleveland Brown,Featuring
14,The Peanut Butter Kid,Stewie Griffin,Featuring
14,The Peanut Butter Kid,Peter Griffin,Featuring
14,The Peanut Butter Kid,Lois Griffin,Featuring
14,Scammed Yankees,Peter Griffin,Featuring
14,Scammed Yankees,Carter Pewterschmidt,Featuring
14,An App a Day,Chris Griffin,Featuring
14,Underage Peter,Peter Griffin,Featuring
14,A Lot Going on Upstairs,Brian Griffin,Featuring
14,A Lot Going on Upstairs,Stewie Griffin,Featuring
14,The Heartbreak Dog,Meg Griffin,Featuring
14,The Heartbreak Dog,Brian Griffin,Featuring
14,The Heartbreak Dog,Bonnie Swanson,Featuring
14,Take a Letter,Lois Griffin,Featuring
14,Take a Letter,Peter Griffin,Featuring
14,Take a Letter,Gretchen Mercer,Featuring
14,The New Adventures of Old Tom,Peter Griffin,Featuring
14,The New Adventures of Old Tom,Tom Tucker,Featuring
14,"Run, Chris, Run",Chris Griffin,Featuring
14,Road to India,Brian Griffin,Featuring
14,Road to India,Stewie Griffin,Featuring
15,The Boys in the Band,Brian Griffin,Featuring
15,The Boys in the Band,Stewie Griffin,Featuring
15,Bookie of the Year,Chris Griffin,Featuring
15,American Gigg-olo,Quagmire,Featuring
15,Inside Family Guy,Peter Griffin,Featuring
15,Inside Family Guy,James Woods,Featuring
15,"Chris Has Got a Date, Date, Date, Date, Date",Chris Griffin,Featuring
15,Hot Shots,Lois Griffin,Featuring
15,Hot Shots,Peter Griffin,Featuring
15,Hot Shots,Stewie Griffin,Featuring
15,High School English,Peter Griffin,Featuring
15,High School English,Lois Griffin,Featuring
15,High School English,Meg Griffin,Featuring
15,High School English,Chris Griffin,Featuring
15,High School English,Stewie Griffin,Featuring
15,High School English,Brian Griffin,Featuring
15,High School English,Joe Swanson,Featuring
15,High School English,Bonnie Swanson,Featuring
15,High School English,Quagmire,Featuring
15,High School English,Cleveland Brown,Featuring
15,Carter and Tricia,Carter Pewterschmidt,Featuring
15,Carter and Tricia,Tricia Takanawa,Featuring
15,Carter and Tricia,Peter Griffin,Featuring
15,How the Griffin Stole Christmas,Peter Griffin,Featuring
15,Passenger Fatty-Seven,Quagmire,Featuring
15,Passenger Fatty-Seven,Peter Griffin,Featuring
15,Passenger Fatty-Seven,Joe Swanson,Featuring
15,Passenger Fatty-Seven,Cleveland Brown,Featuring
15,Gronkowsbees,Rob Gronkowski,Featuring
15,Gronkowsbees,Peter Griffin,Featuring
15,Peter's Def Jam,Peter Griffin,Featuring
15,The Finer Strings,Peter Griffin,Featuring
15,The Dating Game,Quagmire,Featuring
15,Cop and a Half-wit,Joe Swanson,Featuring
15,Cop and a Half-wit,Peter Griffin,Featuring
15,Saturated Fat Guy,Peter Griffin,Featuring
15,Peter's Lost Youth,Peter Griffin,Featuring
15,Peter's Lost Youth,Lois Griffin,Featuring
15,The Peter Principal,Peter Griffin,Featuring
15,The Peter Principal,Meg Griffin,Featuring
15,Dearly Deported,Chris Griffin,Featuring
15,Dearly Deported,Lois Griffin,Featuring
15,Dearly Deported,Isabella,Featuring
15,A House Full of Peters,Peter Griffin,Featuring
15,A House Full of Peters,Lois Griffin,Featuring
